county,povall_2019,pctpovall_2019,gm_chemical_name,date,year,mean_gm_result
Sacramento,192993,12.6,Potassium (mg/l),2018-09-15,2018,20
Sacramento,192993,12.6,Potassium (mg/l),2018-10-15,2018,1.8
Sacramento,192993,12.6,Potassium (mg/l),2018-11-15,2018,2.1
Sacramento,192993,12.6,Potassium (mg/l),2018-12-15,2018,2.2
Sacramento,192993,12.6,Potassium (mg/l),2019-01-15,2019,1.56666666666667
Sacramento,192993,12.6,Potassium (mg/l),2019-02-15,2019,2.5
Sacramento,192993,12.6,Potassium (mg/l),2019-03-15,2019,2.20909090909091
Sacramento,192993,12.6,Potassium (mg/l),2019-05-15,2019,3.32
Sacramento,192993,12.6,Potassium (mg/l),2019-06-15,2019,2.5
Sacramento,192993,12.6,Potassium (mg/l),2019-07-15,2019,2.22962962962963
Sacramento,192993,12.6,Potassium (mg/l),2019-08-15,2019,2.11428571428571
Sacramento,192993,12.6,Potassium (mg/l),2019-09-15,2019,1.4
Sacramento,192993,12.6,Potassium (mg/l),2019-10-15,2019,2.3
Sacramento,192993,12.6,Potassium (mg/l),2019-11-15,2019,3.3
Sacramento,192993,12.6,Potassium (mg/l),2019-12-15,2019,1.8
Sacramento,192993,12.6,Potassium (mg/l),2020-01-15,2020,1.8
Sacramento,192993,12.6,Potassium (mg/l),2020-02-15,2020,2.84
Sacramento,192993,12.6,Potassium (mg/l),2020-03-15,2020,627.1875
Sacramento,192993,12.6,Potassium (mg/l),2020-04-15,2020,2.55
Sacramento,192993,12.6,Potassium (mg/l),2020-05-15,2020,2.15
Sacramento,192993,12.6,Potassium (mg/l),2020-06-15,2020,3.375
Sacramento,192993,12.6,Potassium (mg/l),2020-07-15,2020,3.03529411764706
Sacramento,192993,12.6,Potassium (mg/l),2020-08-15,2020,4.68333333333333
Sacramento,192993,12.6,Potassium (mg/l),2020-09-15,2020,2.8
Sacramento,192993,12.6,Potassium (mg/l),2020-10-15,2020,4.2
Sacramento,192993,12.6,Potassium (mg/l),2020-11-15,2020,2.9
Sacramento,192993,12.6,Potassium (mg/l),2020-12-15,2020,3.35
Sacramento,192993,12.6,Potassium (mg/l),2021-01-15,2021,3.23333333333333
Sacramento,192993,12.6,Potassium (mg/l),2021-02-15,2021,3.92
Sacramento,192993,12.6,Potassium (mg/l),2021-03-15,2021,1.91428571428571
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2000-01-15,2000,256.5
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2000-02-15,2000,360
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2000-03-15,2000,294.285714285714
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2000-04-15,2000,540
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2000-08-15,2000,251.666666666667
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2000-09-15,2000,360
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2000-10-15,2000,347
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2000-11-15,2000,606
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2000-12-15,2000,375
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2001-01-15,2001,290
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2001-02-15,2001,280.5
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2001-04-15,2001,357
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2001-05-15,2001,370
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2001-06-15,2001,288
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2001-07-15,2001,243.75
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2001-09-15,2001,354
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2001-10-15,2001,461
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2001-11-15,2001,303.666666666667
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2002-01-15,2002,350
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2002-02-15,2002,325.833333333333
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2002-03-15,2002,373
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2002-04-15,2002,278
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2002-05-15,2002,244.142857142857
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2002-06-15,2002,302
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2002-07-15,2002,306.5
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2002-09-15,2002,292.333333333333
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2002-10-15,2002,356
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2002-11-15,2002,395.333333333333
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2002-12-15,2002,383
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2003-01-15,2003,610
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2003-02-15,2003,295
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2003-03-15,2003,576
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2003-04-15,2003,350
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2003-05-15,2003,416
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2003-06-15,2003,590
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2003-07-15,2003,455.5
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2003-08-15,2003,227
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2003-09-15,2003,293
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2003-10-15,2003,300.828571428571
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2003-11-15,2003,290
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2003-12-15,2003,346.425
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2004-01-15,2004,273.5
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2004-02-15,2004,441
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2004-03-15,2004,360.083333333333
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2004-04-15,2004,330.766666666667
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2004-05-15,2004,403
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2004-06-15,2004,196.466666666667
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2004-07-15,2004,291.333333333333
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2004-10-15,2004,324.26
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2004-11-15,2004,380
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2004-12-15,2004,426.333333333333
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2005-01-15,2005,441
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2005-02-15,2005,298
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2005-03-15,2005,459
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2005-04-15,2005,315.16875
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2005-05-15,2005,383.666666666667
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2005-06-15,2005,192
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2005-07-15,2005,280
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2005-08-15,2005,452
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2005-09-15,2005,324.333333333333
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2005-10-15,2005,356.066666666667
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2005-11-15,2005,375
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2005-12-15,2005,320
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2006-01-15,2006,322.5
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2006-04-15,2006,348.384615384615
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2006-05-15,2006,480
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2006-06-15,2006,41.2
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2006-07-15,2006,410
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2006-09-15,2006,490
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2006-10-15,2006,296.75
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2006-11-15,2006,383.333333333333
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2006-12-15,2006,187
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2007-02-15,2007,510
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2007-03-15,2007,326.333333333333
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2007-04-15,2007,339.888888888889
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2007-05-15,2007,495
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2007-06-15,2007,381
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2007-07-15,2007,301.333333333333
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2007-09-15,2007,180.5
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2007-10-15,2007,351
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2007-12-15,2007,266.266666666667
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2008-01-15,2008,292.5
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2008-02-15,2008,400.5
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2008-03-15,2008,527
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2008-04-15,2008,296.666666666667
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2008-05-15,2008,419.666666666667
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2008-06-15,2008,378
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2008-07-15,2008,402.857142857143
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2008-08-15,2008,181
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2008-09-15,2008,324
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2008-10-15,2008,324.5
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2008-11-15,2008,358.666666666667
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2008-12-15,2008,373.333333333333
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2009-01-15,2009,360.833333333333
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2009-02-15,2009,719
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2009-03-15,2009,527
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2009-05-15,2009,347.533333333333
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2009-06-15,2009,260
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2009-07-15,2009,442.25
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2009-09-15,2009,302.428571428571
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2009-11-15,2009,425
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2009-12-15,2009,442
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2010-01-15,2010,417
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2010-02-15,2010,455
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2010-03-15,2010,413.333333333333
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2010-04-15,2010,364
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2010-05-15,2010,297.78
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2010-06-15,2010,381.5
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2010-07-15,2010,358.571428571429
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2010-08-15,2010,401
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2010-09-15,2010,298.888888888889
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2010-10-15,2010,377.428571428571
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2010-12-15,2010,167
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2011-01-15,2011,336.866666666667
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2011-02-15,2011,430
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2011-03-15,2011,505
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2011-04-15,2011,358.333333333333
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2011-05-15,2011,10
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2011-06-15,2011,283.5
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2011-07-15,2011,369.2
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2011-08-15,2011,345
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2011-09-15,2011,277.833333333333
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2011-10-15,2011,420
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2011-11-15,2011,363.8
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2012-01-15,2012,372
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2012-03-15,2012,504
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2012-08-15,2012,310
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2012-09-15,2012,286.166666666667
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2012-12-15,2012,346
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2013-02-15,2013,482
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2013-03-15,2013,391.285714285714
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2013-04-15,2013,698
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2013-05-15,2013,400
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2013-06-15,2013,340
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2013-07-15,2013,305
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2013-08-15,2013,610
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2013-09-15,2013,306.4
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2013-11-15,2013,320
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2013-12-15,2013,324.833333333333
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2014-01-15,2014,360
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2014-02-15,2014,360
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2014-03-15,2014,428.571428571429
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2014-05-15,2014,355
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2014-06-15,2014,375.5
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2014-07-15,2014,440
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2014-08-15,2014,375
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2014-09-15,2014,336.666666666667
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2014-10-15,2014,326
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2014-11-15,2014,442
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2014-12-15,2014,95.8571428571429
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2015-03-15,2015,485
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2015-04-15,2015,348.25
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2015-05-15,2015,510
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2015-06-15,2015,454.333333333333
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2015-07-15,2015,183
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2015-08-15,2015,380
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2015-09-15,2015,322
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2015-10-15,2015,327.5
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2015-12-15,2015,346
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2016-03-15,2016,461.125
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2016-04-15,2016,340
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2016-07-15,2016,246
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2016-08-15,2016,449
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2016-09-15,2016,332.857142857143
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2016-10-15,2016,332.5
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2016-11-15,2016,430
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2016-12-15,2016,405.5
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2017-01-15,2017,426.271428571429
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2017-02-15,2017,425
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2017-03-15,2017,380
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2017-04-15,2017,313.714285714286
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2017-05-15,2017,394.75
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2017-06-15,2017,460
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2017-07-15,2017,480
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2017-08-15,2017,420
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2017-09-15,2017,275.6
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2017-10-15,2017,268.8
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2017-11-15,2017,432
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2017-12-15,2017,395
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2018-02-15,2018,370
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2018-03-15,2018,390.111111111111
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2018-04-15,2018,261.4
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2018-05-15,2018,437.5
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2018-06-15,2018,262
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2018-07-15,2018,360
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2018-08-15,2018,380
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2018-09-15,2018,277.6
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2018-10-15,2018,284.6
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2019-02-15,2019,589
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2019-03-15,2019,451.428571428571
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2019-04-15,2019,272.8
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2019-05-15,2019,370
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2019-07-15,2019,330
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2019-09-15,2019,265.2
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2019-10-15,2019,328.05
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2019-11-15,2019,427.5
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2019-12-15,2019,417
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2020-01-15,2020,328.428571428571
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2020-03-15,2020,516.228571428571
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2020-04-15,2020,290.066666666667
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2020-05-15,2020,340
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2020-06-15,2020,353.75
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2020-07-15,2020,492.75
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2020-08-15,2020,388
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2020-09-15,2020,272.5
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2020-10-15,2020,274.6
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2020-11-15,2020,410
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2020-12-15,2020,380
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2021-03-15,2021,509.6
San Benito,6518,10.4,Bicarbonate Alkalinity (mg/l),2021-04-15,2021,276.666666666667
San Benito,6518,10.4,Nitrate as N (mg/l),2000-01-15,2000,6.63714285714286
San Benito,6518,10.4,Nitrate as N (mg/l),2000-02-15,2000,8.59428571428571
San Benito,6518,10.4,Nitrate as N (mg/l),2000-03-15,2000,4.00285714285714
San Benito,6518,10.4,Nitrate as N (mg/l),2000-04-15,2000,10.4333333333333
San Benito,6518,10.4,Nitrate as N (mg/l),2000-05-15,2000,6.45
San Benito,6518,10.4,Nitrate as N (mg/l),2000-06-15,2000,7.9125
San Benito,6518,10.4,Nitrate as N (mg/l),2000-07-15,2000,7.46818181818182
San Benito,6518,10.4,Nitrate as N (mg/l),2000-08-15,2000,9.40538461538462
San Benito,6518,10.4,Nitrate as N (mg/l),2000-09-15,2000,9.77
San Benito,6518,10.4,Nitrate as N (mg/l),2000-10-15,2000,9.37272727272727
San Benito,6518,10.4,Nitrate as N (mg/l),2000-11-15,2000,8.545
San Benito,6518,10.4,Nitrate as N (mg/l),2000-12-15,2000,4.78571428571429
San Benito,6518,10.4,Nitrate as N (mg/l),2001-01-15,2001,5.22222222222222
San Benito,6518,10.4,Nitrate as N (mg/l),2001-02-15,2001,5.94428571428571
San Benito,6518,10.4,Nitrate as N (mg/l),2001-03-15,2001,5.14285714285714
San Benito,6518,10.4,Nitrate as N (mg/l),2001-04-15,2001,4.551
San Benito,6518,10.4,Nitrate as N (mg/l),2001-05-15,2001,8.6625
San Benito,6518,10.4,Nitrate as N (mg/l),2001-06-15,2001,7.025
San Benito,6518,10.4,Nitrate as N (mg/l),2001-07-15,2001,7.04615384615385
San Benito,6518,10.4,Nitrate as N (mg/l),2001-08-15,2001,8.86
San Benito,6518,10.4,Nitrate as N (mg/l),2001-09-15,2001,5.14
San Benito,6518,10.4,Nitrate as N (mg/l),2001-10-15,2001,8.834
San Benito,6518,10.4,Nitrate as N (mg/l),2001-11-15,2001,6.39777777777778
San Benito,6518,10.4,Nitrate as N (mg/l),2001-12-15,2001,5.6157894736842104
San Benito,6518,10.4,Nitrate as N (mg/l),2002-01-15,2002,4.93652173913044
San Benito,6518,10.4,Nitrate as N (mg/l),2002-02-15,2002,7.25357142857143
San Benito,6518,10.4,Nitrate as N (mg/l),2002-03-15,2002,5.92105263157895
San Benito,6518,10.4,Nitrate as N (mg/l),2002-04-15,2002,6.67666666666667
San Benito,6518,10.4,Nitrate as N (mg/l),2002-05-15,2002,6.43789473684211
San Benito,6518,10.4,Nitrate as N (mg/l),2002-06-15,2002,7.17125
San Benito,6518,10.4,Nitrate as N (mg/l),2002-07-15,2002,6.00909090909091
San Benito,6518,10.4,Nitrate as N (mg/l),2002-08-15,2002,8.01454545454545
San Benito,6518,10.4,Nitrate as N (mg/l),2002-09-15,2002,7.21230769230769
San Benito,6518,10.4,Nitrate as N (mg/l),2002-10-15,2002,8.20090909090909
San Benito,6518,10.4,Nitrate as N (mg/l),2002-11-15,2002,6.02
San Benito,6518,10.4,Nitrate as N (mg/l),2002-12-15,2002,5.76470588235294
San Benito,6518,10.4,Nitrate as N (mg/l),2003-01-15,2003,4.40833333333333
San Benito,6518,10.4,Nitrate as N (mg/l),2003-02-15,2003,4.6633333333333304
San Benito,6518,10.4,Nitrate as N (mg/l),2003-03-15,2003,4.29428571428571
San Benito,6518,10.4,Nitrate as N (mg/l),2003-04-15,2003,5.01333333333333
San Benito,6518,10.4,Nitrate as N (mg/l),2003-05-15,2003,8.22352941176471
San Benito,6518,10.4,Nitrate as N (mg/l),2003-06-15,2003,4.1325
San Benito,6518,10.4,Nitrate as N (mg/l),2003-07-15,2003,5.95384615384615
San Benito,6518,10.4,Nitrate as N (mg/l),2003-08-15,2003,6.68333333333333
San Benito,6518,10.4,Nitrate as N (mg/l),2003-09-15,2003,5.74432432432432
San Benito,6518,10.4,Nitrate as N (mg/l),2003-10-15,2003,6.46875
San Benito,6518,10.4,Nitrate as N (mg/l),2003-11-15,2003,3.96666666666667
San Benito,6518,10.4,Nitrate as N (mg/l),2003-12-15,2003,4.00315789473684
San Benito,6518,10.4,Nitrate as N (mg/l),2004-01-15,2004,6.58363636363636
San Benito,6518,10.4,Nitrate as N (mg/l),2004-02-15,2004,5.42083333333333
San Benito,6518,10.4,Nitrate as N (mg/l),2004-03-15,2004,4.0228
San Benito,6518,10.4,Nitrate as N (mg/l),2004-04-15,2004,5.75238095238095
San Benito,6518,10.4,Nitrate as N (mg/l),2004-05-15,2004,8.91111111111111
San Benito,6518,10.4,Nitrate as N (mg/l),2004-06-15,2004,4.55708333333333
San Benito,6518,10.4,Nitrate as N (mg/l),2004-07-15,2004,4.58235294117647
San Benito,6518,10.4,Nitrate as N (mg/l),2004-08-15,2004,5.97333333333333
San Benito,6518,10.4,Nitrate as N (mg/l),2004-09-15,2004,5.3815
San Benito,6518,10.4,Nitrate as N (mg/l),2004-10-15,2004,5.71583333333333
San Benito,6518,10.4,Nitrate as N (mg/l),2004-11-15,2004,5.71761904761905
San Benito,6518,10.4,Nitrate as N (mg/l),2004-12-15,2004,4.9547619047619
San Benito,6518,10.4,Nitrate as N (mg/l),2005-01-15,2005,5.40545454545455
San Benito,6518,10.4,Nitrate as N (mg/l),2005-02-15,2005,5.32038461538462
San Benito,6518,10.4,Nitrate as N (mg/l),2005-03-15,2005,4.908
San Benito,6518,10.4,Nitrate as N (mg/l),2005-04-15,2005,4.05166666666667
San Benito,6518,10.4,Nitrate as N (mg/l),2005-05-15,2005,5.975
San Benito,6518,10.4,Nitrate as N (mg/l),2005-06-15,2005,5.22875
San Benito,6518,10.4,Nitrate as N (mg/l),2005-07-15,2005,4.50368421052632
San Benito,6518,10.4,Nitrate as N (mg/l),2005-08-15,2005,7.29545454545455
San Benito,6518,10.4,Nitrate as N (mg/l),2005-09-15,2005,6.84444444444444
San Benito,6518,10.4,Nitrate as N (mg/l),2005-10-15,2005,4.75
San Benito,6518,10.4,Nitrate as N (mg/l),2005-11-15,2005,4.65263157894737
San Benito,6518,10.4,Nitrate as N (mg/l),2005-12-15,2005,3.12142857142857
San Benito,6518,10.4,Nitrate as N (mg/l),2006-01-15,2006,4.51304347826087
San Benito,6518,10.4,Nitrate as N (mg/l),2006-02-15,2006,5.48
San Benito,6518,10.4,Nitrate as N (mg/l),2006-03-15,2006,4.87857142857143
San Benito,6518,10.4,Nitrate as N (mg/l),2006-04-15,2006,4.75862068965517
San Benito,6518,10.4,Nitrate as N (mg/l),2006-05-15,2006,6.85714285714286
San Benito,6518,10.4,Nitrate as N (mg/l),2006-06-15,2006,5.72
San Benito,6518,10.4,Nitrate as N (mg/l),2006-07-15,2006,4.73928571428571
San Benito,6518,10.4,Nitrate as N (mg/l),2006-08-15,2006,7.66666666666667
San Benito,6518,10.4,Nitrate as N (mg/l),2006-09-15,2006,6.47222222222222
